[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] 🚀  Start image=gitbugactions:latest
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker pull image=gitbugactions:latest platform= username= forcePull=false
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker create image=gitbugactions:latest platform= entrypoint=["tail" "-f" "/dev/null"] cmd=[]
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker run image=gitbugactions:latest platform= entrypoint=["tail" "-f" "/dev/null"] cmd=[]
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[chown -R 1012:1013 /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693] user=0 workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] ⭐ Run Main actions/checkout@v1
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker cp src=/tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/. dst=/tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[chown -R 1012:1013 /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693] user=0 workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   ✅  Success - Main actions/checkout@v1
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] ⭐ Run Main Check Style
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[bash --noprofile --norc -e -o pipefail /var/run/act/workflow/1.sh] user= workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | Apache Maven 3.8.8 (4c87b05d9aedce574290d1acc98575ed5eb6cd39)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/SnowflakeDriver.java:[86,62] [unchecked] unchecked call to getDeclaredMethod(String,Class<?>...) as a member of the raw type Class
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/SnowflakeDriver.java:[87,60] [unchecked] unchecked call to getDeclaredMethod(String,Class<?>...) as a member of the raw type Class
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/SnowflakeDriver.java:[89,6] [rawtypes] found raw type: Class
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   missing type arguments for generic class Class<T>
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in class Class
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/SnowflakeDriver.java:[241,27] [deprecation] getPackage(String) in Package has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/pooling/SnowflakeConnectionPoolDataSource.java:[12,7] [serial] serializable class SnowflakeConnectionPoolDataSource has no definition of serialVersionUID
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/SnowflakeDateWithTimezone.java:[17,7] [serial] serializable class SnowflakeDateWithTimezone has no definition of serialVersionUID
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/SnowflakeTimeWithTimezone.java:[20,7] [serial] serializable class SnowflakeTimeWithTimezone has no definition of serialVersionUID
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/ArrowResultChunk.java:[57,8] [static] static variable should be qualified by type name, ArrowResultChunk, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/core/SnowflakeMutableProxyRoutePlanner.java:[21,7] [serial] serializable class SnowflakeMutableProxyRoutePlanner has no definition of serialVersionUID
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/SnowflakeDatabaseMetaData.java:[167,11] [deprecation] with(String) in ObjectNode has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/SnowflakeDatabaseMetaData.java:[168,11] [deprecation] with(String) in ObjectNode has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/SnowflakeDatabaseMetaData.java:[169,11] [deprecation] with(String) in ObjectNode has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/SnowflakeDatabaseMetaData.java:[170,11] [deprecation] with(String) in ObjectNode has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/SnowflakeDatabaseMetaData.java:[3415,15] [unchecked] unchecked cast
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   required: T
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   found:    SnowflakeDatabaseMetaData
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>unwrap(Class<T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/SnowflakePreparedStatementV1.java:[522,94] [unchecked] unchecked cast
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   required: List<String>
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   found:    Object
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/SnowflakePreparedStatementV1.java:[537,90] [unchecked] unchecked cast
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   required: List<String>
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   found:    Object
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/main/java/net/snowflake/client/jdbc/SnowflakeLoggedFeatureNotSupportedException.java:[13,7] [serial] serializable class SnowflakeLoggedFeatureNotSupportedException has no definition of serialVersionUID
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] 
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] --- maven-resources-plugin:2.6:testResources (default-testResources) @ snowflake-jdbc ---
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Using 'UTF-8' encoding to copy filtered resources.
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Copying 18 resources
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] 
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] --- maven-compiler-plugin:3.11.0:testCompile (default-testCompile) @ snowflake-jdbc ---
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Changes detected - recompiling the module! :dependency
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Compiling 183 source files with javac [forked debug deprecation target 8] to target/test-classes
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] [options] bootstrap class path not set in conjunction with -source 8
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/BaseJDBCTest.java:[384,2] [serial] serializable class BaseJDBCTest.FakeCalendar has no definition of serialVersionUID
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetLatestIT.java:[401,17] [deprecation] getBigDecimal(int,int) in ResultSet has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetLatestIT.java:[403,17] [deprecation] getBigDecimal(String,int) in ResultSet has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetLatestIT.java:[413,17] [deprecation] getUnicodeStream(int) in ResultSet has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetLatestIT.java:[414,17] [deprecation] getUnicodeStream(String) in ResultSet has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetLatestIT.java:[589,32] [deprecation] getBigDecimal(int,int) in ResultSet has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetLatestIT.java:[590,32] [deprecation] getBigDecimal(String,int) in ResultSet has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetLatestIT.java:[592,72] [deprecation] getBigDecimal(int,int) in ResultSet has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetLatestIT.java:[593,72] [deprecation] getBigDecimal(String,int) in ResultSet has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetLatestIT.java:[892,43] [deprecation] getHours() in Date has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetLatestIT.java:[893,43] [deprecation] getMinutes() in Date has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetLatestIT.java:[894,43] [deprecation] getSeconds() in Date has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetLatestIT.java:[919,43] [deprecation] getHours() in Date has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetLatestIT.java:[920,43] [deprecation] getMinutes() in Date has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetLatestIT.java:[921,43] [deprecation] getSeconds() in Date has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/ConditionalIgnoreRule.java:[85,30] [deprecation] newInstance() in Class has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in class Class
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/PreparedStatement1LatestIT.java:[290,53] [deprecation] getDate() in Date has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/BindingDataIT.java:[70,35] [deprecation] Short(short) in Short has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/BindingDataIT.java:[74,35] [deprecation] Short(short) in Short has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/FileUploaderMimeTypeToCompressionTypeTest.java:[33,16] [rawtypes] found raw type: Collection
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   missing type arguments for generic class Collection<E>
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where E is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     E extends Object declared in interface Collection
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/PreparedStatementLargeUpdateLatestIT.java:[44,32] [unchecked] unchecked method invocation: method executeUpdateInternal in class SnowflakeStatementV1 is applied to given types
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   required: String,Map<String,ParameterBindingDTO>,boolean,ExecTimeTelemetryData
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   found: String,Map,Boolean,ExecTimeTelemetryData
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/PreparedStatementLargeUpdateLatestIT.java:[46,25] [unchecked] unchecked conversion
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   required: Map<String,ParameterBindingDTO>
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   found:    Map
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/PreparedStatementLargeUpdateLatestIT.java:[73,32] [unchecked] unchecked method invocation: method executeUpdateInternal in class SnowflakeStatementV1 is applied to given types
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   required: String,Map<String,ParameterBindingDTO>,boolean,ExecTimeTelemetryData
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   found: String,Map,Boolean,ExecTimeTelemetryData
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/PreparedStatementLargeUpdateLatestIT.java:[75,25] [unchecked] unchecked conversion
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   required: Map<String,ParameterBindingDTO>
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   found:    Map
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/SnowflakeResultSetSerializableIT.java:[858,4] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/SnowflakeResultSetSerializableIT.java:[859,4] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/telemetryOOB/TelemetryServiceTest.java:[19,11] [static] static method should be qualified by type name, TelemetryService, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/telemetryOOB/TelemetryServiceTest.java:[26,13] [static] static method should be qualified by type name, TelemetryService, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/telemetryOOB/TelemetryServiceTest.java:[28,13] [static] static method should be qualified by type name, TelemetryService, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/telemetryOOB/TelemetryServiceTest.java:[50,11] [static] static method should be qualified by type name, TelemetryService, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/telemetryOOB/TelemetryServiceTest.java:[52,11] [static] static method should be qualified by type name, TelemetryService, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/telemetryOOB/TelemetryServiceIT.java:[40,11] [static] static method should be qualified by type name, TelemetryService, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/telemetryOOB/TelemetryServiceIT.java:[49,13] [static] static method should be qualified by type name, TelemetryService, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/telemetryOOB/TelemetryServiceIT.java:[51,13] [static] static method should be qualified by type name, TelemetryService, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/PreparedStatement2LatestIT.java:[79,16] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetIT.java:[427,15] [deprecation] getBigDecimal(int,int) in ResultSet has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/FileUploaderLatestIT.java:[777,28] [unchecked] unchecked conversion
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   required: Map<String,String>
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   found:    Map
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetAlreadyClosedIT.java:[102,57] [deprecation] getBigDecimal(int,int) in ResultSet has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetAlreadyClosedIT.java:[103,57] [deprecation] getBigDecimal(String,int) in ResultSet has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetAlreadyClosedIT.java:[261,57] [deprecation] getUnicodeStream(int) in ResultSet has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetAlreadyClosedIT.java:[262,57] [deprecation] getUnicodeStream(String) in ResultSet has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/DatabaseMetaDataIT.java:[114,6] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/DatabaseMetaDataIT.java:[151,6] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/DatabaseMetaDataIT.java:[158,6] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/DatabaseMetaDataIT.java:[159,6] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
